Zwolle               - 000, 000, 000, 000, 019, 000, 044, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 003, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Deventer             - 000, 000, 000, 000, 019, 000, 073, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Munster              - 000, 000, 000, 000, 048, 000, 122, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Nymwegen             - 000, 000, 000, 000, 009, 000, 126, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Xanten               - 000, 000, 000, 000, 022, 000, 150, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Wesel                - 000, 000, 000, 000, 030, 000, 153, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Aachen               - 000, 000, 000, 000, 011, 000, 255, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Duisberg             - 000, 000, 000, 000, 031, 000, 185, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Koln                 - 000, 000, 000, 000, 033, 000, 241, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 008, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Dortmund             - 000, 000, 000, 000, 051, 000, 167, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Soest                - 000, 000, 000, 000, 066, 000, 165, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 003, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Kassel               - 000, 000, 000, 000, 098, 000, 210, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 223, 255, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Paderborn            - 000, 000, 000, 000, 083, 000, 154, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Magdeburg            - 000, 000, 000, 000, 154, 000, 106, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Wittenberg           - 000, 000, 000, 000, 179, 000, 142, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Erfurt               - 000, 000, 000, 000, 138, 000, 248, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Leipzig              - 000, 000, 000, 000, 173, 000, 206, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Freiberg             - 000, 000, 000, 000, 198, 000, 006, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Goslar               - 000, 000, 000, 000, 127, 000, 126, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Frankfurt O          - 000, 000, 000, 000, 225, 000, 078, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Dresden              - 000, 000, 000, 000, 208, 000, 238, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Danzig               - 000, 000, 000, 000, 063, 001, 071, 000, 005, 000, 000, 000, 004, 000, 098, 000, 255, 007, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Marienburg           - 000, 000, 000, 000, 069, 001, 113, 000, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Thorn                - 000, 000, 000, 000, 063, 001, 235, 000, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Posen                - 000, 000, 000, 000, 027, 001, 059, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Brandenbrg           - 000, 000, 000, 000, 180, 000, 073, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Berlin               - 000, 000, 000, 000, 197, 000, 058, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Prenzlau             - 000, 000, 000, 000, 209, 000, 222, 000, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Furstenbrg           - 000, 000, 000, 000, 195, 000, 015, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Luxemburg            - 000, 000, 000, 000, 008, 000, 143, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Koblenz              - 000, 000, 000, 000, 049, 000, 065, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Mainz                - 000, 000, 000, 000, 065, 000, 106, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Frankfurt M          - 000, 000, 000, 000, 078, 000, 094, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Trier                - 000, 000, 000, 000, 025, 000, 128, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Worms                - 000, 000, 000, 000, 068, 000, 136, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Speyer               - 000, 000, 000, 000, 068, 000, 192, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Strassburg           - 000, 000, 000, 000, 049, 000, 022, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 007, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Freiberg             - 000, 000, 000, 000, 051, 000, 094, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Stuttgart            - 000, 000, 000, 000, 088, 000, 001, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Wurzburg             - 000, 000, 000, 000, 108, 000, 134, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Bamberg              - 000, 000, 000, 000, 132, 000, 127, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Nurnberg             - 000, 000, 000, 000, 139, 000, 180, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 007, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 192, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Regensburg           - 000, 000, 000, 000, 166, 000, 234, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Nordlingen           - 000, 000, 000, 000, 128, 000, 255, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Rottweil             - 000, 000, 000, 000, 072, 000, 082, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Hall                 - 000, 000, 000, 000, 098, 000, 232, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Ulm                  - 000, 000, 000, 000, 107, 000, 055, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 007, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Augsburg             - 000, 000, 000, 000, 133, 000, 054, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Munchen              - 000, 000, 000, 000, 151, 000, 084, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Passau               - 000, 000, 000, 000, 201, 000, 031, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
St.Joachim           - 000, 000, 000, 000, 184, 000, 086, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 003, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Burglitz             - 000, 000, 000, 000, 212, 000, 105, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Prag                 - 000, 000, 000, 000, 226, 000, 098, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Kuttenberg           - 000, 000, 000, 000, 247, 000, 104, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 003, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Breslau              - 000, 000, 000, 000, 033, 001, 221, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Olmutz               - 000, 000, 000, 000, 040, 001, 147, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Brunn                - 000, 000, 000, 000, 029, 001, 203, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Teschen              - 000, 000, 000, 000, 069, 001, 148, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Basel                - 000, 000, 000, 000, 042, 000, 147, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Zurich               - 000, 000, 000, 000, 070, 000, 162, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Konstanz             - 000, 000, 000, 000, 086, 000, 142, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Fulda                - 000, 000, 000, 000, 104, 000, 043, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Kufstein             - 000, 000, 000, 000, 166, 000, 162, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Salzburg             - 000, 000, 000, 000, 192, 000, 122, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Linz                 - 000, 000, 000, 000, 221, 000, 060, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Steyr                - 000, 000, 000, 000, 228, 000, 091, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 004, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Wien                 - 000, 000, 000, 000, 023, 001, 056, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 006, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Pressburg            - 000, 000, 000, 000, 034, 001, 066, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Graz                 - 000, 000, 000, 000, 013, 001, 160, 003, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Bromberg             - 000, 000, 000, 000, 039, 001, 226, 000, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Heidelberg           - 000, 000, 000, 000, 075, 000, 181, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Nancy                - 000, 000, 000, 000, 005, 000, 242, 002, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Gorlitz              - 000, 000, 000, 000, 239, 000, 219, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Elberg               - 000, 000, 000, 000, 005, 000, 065, 001, 005, 000, 000, 000, 004, 000, 098, 000, 255, 005, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 


non citys

South Nurn           - 008, 000, 009, 000, 138, 000, 208, 002, 001, 000, 000, 000, 176, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
North Nurn           - 008, 000, 014, 000, 140, 000, 138, 002, 001, 000, 001, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Oldenburg            - 008, 000, 012, 000, 072, 000, 006, 001, 001, 000, 001, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Saarbrucken          - 008, 000, 000, 000, 032, 000, 194, 002, 001, 000, 000, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Leeuwarden           - 008, 000, 012, 000, 015, 000, 217, 000, 001, 000, 002, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Kulmbach             - 001, 000, 009, 000, 160, 000, 111, 002, 001, 000, 003, 000, 242, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Ahaus                - 008, 000, 008, 000, 034, 000, 088, 001, 001, 000, 003, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Karlsbad             - 008, 000, 011, 000, 180, 000, 108, 002, 001, 000, 002, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Ebeleben             - 002, 000, 009, 000, 138, 000, 108, 002, 009, 000, 004, 000, 147, 000, 146, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Oberkatz             - 002, 000, 009, 000, 100, 000, 144, 001, 009, 000, 004, 000, 147, 000, 146, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Meissen              - 002, 000, 009, 000, 200, 000, 244, 001, 009, 000, 004, 000, 147, 000, 146, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Ulrichsberg          - 002, 000, 009, 000, 025, 001, 132, 002, 009, 000, 004, 000, 147, 000, 146, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Prachim              - 002, 000, 009, 000, 200, 000, 188, 002, 009, 000, 004, 000, 147, 000, 146, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Bad Schuss           - 002, 000, 009, 000, 100, 000, 032, 003, 009, 000, 004, 000, 147, 000, 146, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Colmar               - 008, 000, 014, 000, 037, 000, 082, 003, 001, 000, 003, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Kolberg              - 008, 000, 011, 000, 248, 000, 108, 000, 001, 000, 002, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Kreuzburg            - 008, 000, 013, 000, 061, 001, 224, 001, 001, 000, 001, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Trentschin           - 008, 000, 013, 000, 064, 001, 230, 002, 001, 000, 001, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Eisenerz             - 008, 000, 013, 000, 240, 000, 157, 003, 001, 000, 001, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Pisek                - 008, 000, 013, 000, 221, 000, 191, 002, 001, 000, 001, 000, 133, 000, 098, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
Cleve                - 002, 000, 009, 000, 017, 000, 134, 001, 009, 000, 004, 000, 147, 000, 146, 000, 255, 001, 000, 000, 000, 025, 025, 025, 255, 255, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 
